player_id,age,size_bucket,season,delta_pts_per75,delta_ast_per75,delta_trb_per75,delta_stl_per75,delta_blk_per75,delta_vorp,delta_bpm,delta_ws_per_48,delta_ts_pct,delta_per
abdulma02,21,Guard,1991,-2.8677723387977707,-0.36493415897220594,-0.19924897591135693,-0.3281696943341629,-0.1635514018691589,0.7000000000000001,1.9,0.049,0.020999999999999963,0.40000000000000036
abdulma02,22,Guard,1992,1.1282308674915171,-0.04114544441809276,0.3646663119689144,0.13023796856032666,0.11104794891794352,1.7000000000000002,3.0,0.073,0.04600000000000004,3.0
abdulma02,23,Guard,1993,-0.4828697171972287,0.5455702642083526,-0.67820331428016,0.047205870545449446,0.004720587054544936,0.5999999999999999,0.9,0.034,0.006000000000000005,1.0999999999999996
abdulma02,24,Guard,1994,0.9142961154616032,-0.31524178589733776,0.1519858647007486,0.3378081308726457,0.020185417718196097,-0.19999999999999996,0.3999999999999999,-0.009999999999999995,0.02200000000000002,1.1000000000000014
abdulma02,25,Guard,1995,-0.6049032178064948,2.595478486634348,0.060341051464872564,-0.2839048286197521,-0.025809529874522938,0.19999999999999996,0.7,0.016,-0.008000000000000007,0.8000000000000007
abdulma02,26,Guard,1996,-1.880498770152819,-3.973902826332893,-0.39327865596157663,-0.22713162389127095,0.03049229591048226,-2.3,-4.5,-0.07100000000000001,-0.01100000000000001,-5.400000000000002
abdulma02,27,Guard,1997,-2.2454248143589908,0.91441502019874,0.5479175454462268,0.18142007069371335,-0.14063671972664388,0.0,-2.1,-0.08499999999999999,-0.119,-2.6999999999999993
abdulta01,23,Wing,1998,-0.34946288640817436,-0.5557493856811915,1.3617508565466032,0.17810945702341363,0.004508914260050345,0.39999999999999997,1.7999999999999998,0.066,0.02999999999999997,1.700000000000001
abdulta01,24,Wing,1999,1.7155712938854037,0.7431923268317702,0.9129152665492102,-0.15268997414237773,0.2528204414153359,0.6,1.8,0.010000000000000002,-0.009000000000000008,1.799999999999999
abdulta01,25,Wing,2000,-6.682982203363396,-0.21243388712851807,-1.7255944524534916,-0.13277117945532368,0.3417242069228149,-0.7,-4.6,-0.117,-0.03899999999999998,-7.8
abdulza01,22,Wing,1969,-0.5474417343851137,-0.07643288418426675,-1.9930578437823456,,,,,0.075,0.066,0.09999999999999964
abdulza01,23,Wing,1970,5.206667274658345,-0.15280990129623495,0.26919942509360517,,,,,0.008000000000000007,0.016000000000000014,3.700000000000001
abdulza01,24,Wing,1971,-1.8594199002848555,1.1513312423845548,0.31067293517535255,,,,,-0.015000000000000006,-0.017000000000000015,-0.20000000000000107
abdulza01,25,Wing,1972,0.6029460243539635,-0.2956120218473084,-0.9316349090358358,,,,,-0.0010000000000000009,-0.004999999999999949,-1.4000000000000004
abdulza01,26,Wing,1973,-3.3463914131511547,0.35200375732957423,1.6645961041434862,,,,,0.07500000000000001,0.04899999999999999,1.4000000000000004
abdulza01,27,Wing,1974,3.2834743001025934,-0.24629305801448753,-0.9748815386007159,-0.1467137153757878,0.30371812420881095,-0.9,-0.6,-0.0020000000000000018,-0.015000000000000013,1.200000000000001
abdulza01,28,Wing,1975,-1.8385116166992663,0.4568223179309734,-0.08286835283102079,0.3056683393088204,0.7658510393043079,-0.7,-0.7,-0.0050000000000000044,-0.01100000000000001,-0.7000000000000028
abdursh01,20,Wing,1997,3.359292517387253,0.3691501019669423,-0.010207929172593389,0.0771750528934203,-0.1443415977748217,2.4,3.4000000000000004,0.064,0.04400000000000004,3.700000000000003
abdursh01,21,Wing,1998,-1.6493788963312888,0.527634585695643,-0.34762555964290787,0.18468532195287635,0.10555335105793118,-0.5,0.3999999999999999,-0.0050000000000000044,-0.03200000000000003,-0.40000000000000213
abdursh01,22,Wing,1999,-3.0739839134330893,-0.16006265319278024,2.4224549915321623,-0.3205974368982041,-0.01994881533501691,1.2999999999999998,0.20000000000000018,0.024000000000000007,0.017000000000000015,-0.5
abdursh01,23,Wing,2000,0.24269576931443382,-0.18986583128352041,-0.9636559192734442,0.002462412365847655,-0.09616412182468437,-0.2999999999999998,-0.40000000000000013,-0.006000000000000005,0.0020000000000000018,-1.0999999999999979
abdursh01,24,Wing,2001,1.5237936678453181,0.12186625369745041,0.2551787184794865,0.2483582715445105,0.1418693984057563,-0.30000000000000027,-0.10000000000000009,-0.009999999999999995,-0.013000000000000012,0.6999999999999993
abdursh01,25,Wing,2002,-1.0779175424631333,-0.06406535112536282,-0.5075676348778728,-0.19100154473155007,-0.608930829897979,0.0,-0.09999999999999987,0.03499999999999999,0.029999999999999916,0.09999999999999787
abdursh01,26,Wing,2003,-0.05430425468032851,-0.5863877103606749,0.7605083755021127,-0.13071430206165102,-0.013436759989515878,-0.3999999999999999,0.0,-0.006000000000000005,-0.008999999999999897,0.0
abdursh01,27,Wing,2004,-1.3858004892815146,-0.1258093908079787,-1.1297567192219198,0.018334139714235143,0.06638198322163946,-1.0,-0.7000000000000001,-0.005999999999999978,0.02399999999999991,-1.1999999999999993
abdursh01,28,Wing,2005,-1.241679365896907,0.6671619477651336,-1.0434051867557885,-0.006472337536376882,0.30504752609051056,0.0,0.0,0.012999999999999984,0.007000000000000006,-1.5
abdursh01,29,Wing,2006,-2.596373552005822,-0.8943679897207826,0.4608146903722714,0.06451405665211807,-0.10011797425206126,-1.5999999999999999,-3.4,-0.08499999999999999,-0.06399999999999995,-4.1
abernto01,22,Wing,1977,1.9324221464296851,0.22120980095698028,-0.4607442476769874,0.298000508903145,0.39059191691766526,0.7000000000000001,2.1999999999999997,0.039999999999999994,0.006000000000000005,2.9000000000000004
abernto01,23,Wing,1978,-1.0072261959555497,-0.4719980688429879,-0.6828097285450676,-0.32559734970514076,-0.17099765270993178,-0.4,-0.9999999999999999,-0.006000000000000005,0.006000000000000005,-2.0
